IntroductionID:ID,Introduction,:LABEL
intro_0496,非常完美地传承了日本的文化，不仅是美食还有礼仪，甚至更多。厨房和整个餐厅的环境都很卫生，服务也很及时。除此之外，这里的食物味道也很正，各类刺身都很新鲜，还有沙拉、菜卷、寿司等，都没有让人失望。,Introduction
intro_0497,Bavarian Haus Restaurant是黄金海岸区域最好最知名的德国餐厅，营业已经超过了30年，这里提供地道的德国美食，连服务生都是身着德国传统服饰，用餐体验相当不错。,Introduction
intro_0498,这里的氛围让人放松和舒适，来到这里仿佛回家一般惬意，菜品精致美味。,Introduction
intro_0499,Solo Pasta and Pizza是一家小饮食店，座落在霍巴特的中心商务区，于1983年开放，受到了当地人和游客的广泛欢迎。2014年装修之后更有现代的感觉。这家店主要提供意大利美食。,Introduction
intro_0500,环境简约质朴的日料店，主打日式拉面及日式烧烤，烧烤种类丰富，味道惊艳。,Introduction
intro_0501,位于悉尼的Darling Harbour，餐厅内的气氛休闲惬意，还能欣赏悉尼的城市天际线。他们家的独特风格和个性让食客体验到了三种不同的产品：烧烤厨房、亚洲厨房和葡萄酒酒吧。,Introduction
intro_0502,这家餐厅号称提供全黄金海岸地区最好吃的手工汉堡，还有啤酒和30余种创意鸡尾酒，在当地非常受欢迎。分量大，价格不高，非常实惠。,Introduction
intro_0503,Social Eating House & Bar是一家西班牙风味的餐厅和酒馆，这里的西班牙美食融合了澳洲本土风味，更具新意，环境和服务都非常优质。在酒水方面选择丰富，适合晚上和朋友小酌。,Introduction
intro_0504,这是一家古色古香的咖啡馆，周围是花园围绕，旁边有一个小瀑布，景色怡人，令人心旷神怡。强烈推荐坐露台座位，喝着咖啡享受美景十分放松惬意。餐厅的自制小食十分美味，女主人很热情好客。,Introduction
intro_0505,Putia Pure Food Kitchen不仅是一家餐厅，而且是一所烹饪学校，可以在此学习烹饪。餐厅倡导无麸质、素食和健康的理念，重点关注健康的生活方式，充满活力。餐厅除了有季节性变换的菜单，还有美味的甜点，每天都新鲜出炉。厨房是开放式的，可以看出工作人员对于美食的热爱，以本地农产品为原材料制作的菜品美味而又不失健康。,Introduction
intro_0506,Ester是当地时尚餐厅中的佼佼者，主厨从大量食材中搜寻应季的食材并且常选用燃木烤炉烹饪，做出新鲜美味的菜肴。餐厅布置简洁大方，数次获得媒体嘉奖，半月形的拱墙将厨房与餐厅分隔开来，可以看到厨师们在里面忙碌的身影。,Introduction
intro_0507,是一家地中海菜风格的餐厅，餐厅提供优质的服务，美味的食物，美味的红酒，餐厅比较受当地人和旅客喜欢，去尝一下一定不会让人失望。,Introduction
intro_0508,家庭式经营的餐厅，提供意大利的经典美食，服务给人一种宾至如归的感觉。,Introduction
intro_0509,华丽的小餐馆，食物都非常的美味，主营意大利美食，很火爆，建议去之前要预定位置。,Introduction
intro_0510,食物多元化，布置优雅，还提供着自助餐。,Introduction
intro_0511,当地小有名气的阿根廷牛排馆，隔着玻璃可以看到大厨们精心烤制的牛排 ，肉食爱好者的天堂。,Introduction
intro_0512,餐厅位于景色宜人的阿德莱德植物园内，拥有清新的现代内饰、壮观的花园和池塘美景。餐厅供应现代澳大利亚美食，菜肴的食材包括新鲜蔬菜都是从植物园内获取，遵循了“从花园到餐桌”的烹饪理念。,Introduction
intro_0513,这是由悉尼西式中餐的领军人物Kylie Kwong与Bill Granger共同开设的中餐厅，菜品融合了中餐与西方口味，十分独特。餐厅坚持走原生态路线，以可持续性方式自产食材，家禽都是吃牧草长大的，蔬菜也是有机的。,Introduction
intro_0514,主营汉堡、啤酒和饮料，非常适合上班族中午午休去吃一个商务套餐，方便快捷性价比较高。,Introduction
intro_0515,餐厅提供正宗的日本料理，很有名气，主厨将其高超的烹饪技术与热情融入到美食中，令人惊叹。,Introduction
intro_0516,食为先是一家来自国内的海鲜连锁餐厅，提供美味的鱼翅和正宗的中式美味，餐厅美味的食物、合理的价格以及友好的气氛，深受当地华人喜爱 。,Introduction
intro_0517,餐厅坐落在 Kingston 的心脏地带，是一个迷人的邻里餐厅，设计创意精致的时令菜肴。着眼于现代澳大利亚美食，装饰香料的灵感来自地中海。 厨师Erkin Esen的菜单来源于季节性农产品和当地的肉类产品。石榴餐厅还拥有不拘一格的阵列式酒架，供应多样的葡萄酒香槟。餐厅的空间设计精妙，可以一边吃一边享受美好的氛围。,Introduction
intro_0518,这是一家创始于1886年的法式餐厅。,Introduction
intro_0519,这是一家主要为咖啡馆的餐厅，让你能享受香味在细胞中穿梭。这里精心养育，烘培制作咖啡豆，为顾客提供上好的咖啡。,Introduction
intro_0520,这家餐馆同时还是一个酿酒厂，为您提供世界一流的精酿啤酒体验。这里有18个不同品种的啤酒和苹果酒，是澳大利亚获奖最多的啤酒酿造商之一。随着季节的变化啤酒的种类会有变化，他们一直坚持酿造优秀啤酒。,Introduction
intro_0521,美味的菜肴，精美的酒单，这里提供非常地道的澳洲菜肴，记得一定要提前预定。,Introduction
intro_0522,提供牛排扇贝等比较经典的澳洲菜肴，装饰美观，服务人员也很友好。,Introduction
intro_0523,主要提供澳洲菜肴，主要都是海鲜，价格略贵，但是绝对很值得。,Introduction
intro_0524,Black Sheep Bistro位于黄金海岸的Oxenford地区，是的当地非常有名的一家餐厅，提供改良的澳洲本地菜肴和口感很不错的咖啡。餐厅的内饰非常有创意，是许多当地人喜欢光顾的场所。,Introduction
intro_0525,Salt Meats Cheese是一家人气超高的美食摊位，出售各种熟食、烘焙食品和饮料，现做现卖，价格实惠。,Introduction
intro_0526,基本都是外卖，堂食只能坐在门口很简陋的地方吃掉。虽然价格是必胜客的一倍，但味道确实很好，物有所值。,Introduction
intro_0527,Darley's Restaurant位于卡通巴镇上，拥有优雅的用餐环境，餐厅外是精心修剪过的英式花园。餐厅曾获得过不少奖项，由澳大利亚主厨掌勺的现代化菜肴均取材自新鲜的当地农产品，同时供应当地及进口的精选葡萄酒。 周末及公众假期还提供AUD125/人的三道菜套餐，餐厅供应正餐，建议提前预订。,Introduction
intro_0528,"这家泰国风味的餐馆位于比较市中心的位置，他家的主厨是Ms G's原先的大厨Pla Rojratanavichai ,菜式口味丰富。每到饭点门口必定排队，特色的炭烧烤串鲜香诱人，而且此店值得尊敬的地方是拒绝向西方口味妥协，坚持泰式辣度，没有甜辣，没有少辣，点单的时候如果店员提醒你这个菜很辣，请不要任性。",Introduction
intro_0529,这家街角的咖啡馆拥有简约的工业风格装潢，金属支架、木质桌椅以及墙上挂着的一件件古董，无一不彰显出老板的独特品味。很多当地人会来这边吃早午餐，红丝绒系列甜品很出名，口碑很好。,Introduction
intro_0530,这里有多位员工来自Vue de Monde，餐厅在澳洲料理的基础上，加入了日料元素，配酒与菜色以及室内风格都令⼈⼗分舒适。,Introduction
intro_0531,环境清新雅致的咖啡店，淡雅的色调，搭配点缀的花卉绿植装饰，很有文艺气息。食物美味精致，种类丰富的咖啡、花茶等饮品更是颜值与美味并存，是Brunch和下午茶的好去处。,Introduction
intro_0532,这家餐厅在澳洲本地有许多店面，至今有25年的历史了。食材使用澳洲本地的牛肉，烤制出具有本地风味的高水准牛排料理，除了牛肉，也有许多不同的选择。,Introduction
intro_0533,The Gunshop Cafe是由老店铺改装而成的咖啡厅，在布里斯班当地口碑较好。店内很有复古风情，装修也很简约。你可以和朋友在此点上一杯咖啡和一些甜点，聊天叙旧，畅谈人生，不知不觉中一个悠闲的下午就将过去。,Introduction
intro_0534,主供晚餐，环境很棒，店里服务也很好。这家店的主菜值得推荐，混合烤架包含多种烤肉，如鸡肉、烤肠等，并相应搭配羊肉饼和蔬菜，营养均衡，味道也很棒。提供各类啤酒、饮料、咖啡，以及甜点，足够你饱餐一顿。,Introduction
intro_0535,正宗的拉丁风味餐厅，同时也是一家用心的Cachaça（巴西的一种甘蔗酒）酒吧。餐厅的装修充满异域风情，菜品上除了传统的拉丁美食，也有一些加入现代化元素的创新菜，美味无比。,Introduction
intro_0536,一家精致的怀石料理餐厅，装修得非常神秘，仿佛置身远离城市喧嚣的神秘洞穴中，氛围清冷又高雅。餐厅尊崇天然的自然风味，菜单随季节变换，用当下的优质食材打造口味的微妙平衡感，以尽可能少的调味品来开发食材原有的鲜美。,Introduction
intro_0537,Thai Riffic Newtown位于悉尼大学附近，深受学生们的喜爱。这里的泰国菜非常合中国人的口味，且价格实惠，尤其是午餐时段还有特价的套餐。,Introduction
intro_0538,时尚风格装修的餐吧，提供创意澳大利亚风味美食，菜品随季节变化。,Introduction
intro_0539,这是位于Newtown的一家欧洲风格的小店，开业不久就斩获多项最佳餐厅奖项。餐厅精选进口自欧洲的腌鱼和海鲜罐头以及欧洲和澳洲的芝士等，拼盘和小食类都非常正点，是悉尼难得的欧洲风味。店内的装修、店员的制服以及放满各种罐头和酒瓶的柜子让人感觉穿越到了上个世纪的西班牙。,Introduction
intro_0540,Restaurant Hubert是悉尼人气极高的餐厅，就餐时间总是需要等位。主厨使用当地最新鲜的食材，加上他多年的烹饪经验，烹制出十分可口的美食。,Introduction
intro_0541,悉尼首家正宗潮汕火锅，新鲜的手切牛肉，薄近蝉翼的刀工，通筋达脉的锤法，下锅涮8-12秒，配上特制沙茶酱，入口细嫩弹滑，回味无穷。,Introduction
intro_0542,八乐居位于悉尼市中心，以粤菜和川菜见长，尤其鲍参翅肚的味道有口皆碑，除此以外，餐厅对川菜的烹饪也颇有心得，四川辣子肉蟹广受欢迎。,Introduction
intro_0543,餐厅致力于将创新的中国菜式展示给食客，并为顾客提供极佳的用餐体验，做澳洲最好的中餐馆。这里的茶点很受欢迎，味道征服了来自中外的食客。,Introduction
intro_0544,一家可爱的小咖啡馆，提供精致美味的早餐、早午餐和下午茶，性价比不错。由于是新鲜现做，速度可能有点慢，但很多食客认为值得等待。,Introduction
intro_0545,国王十字区是外国游客游览悉尼的主要落脚处之一，也是悉尼最繁华的夜生活区。而当太阳落山后，英皇十字区会有巨大变化，前头就会成为了成人娱乐区。1. 多样的国际文化，它位于城中心东面的列王十字区内，餐馆、咖啡馆、酒吧和俱乐部集聚在主干道达令港上，该港口向北延伸到马克利街和更加宁静的帕兹角。Kings Cross另一个特色是多样的国际文化，除了每年80万的国际旅客为本地带来多变的热闹气氛外，本地有五分之一的人口为外来移民，包括中国、希腊、意大利、西班牙、法国等非英语系国家，更为Kings Cross 增添丰富的文化特色。2. 文化历史悠久，Kings Cross的历史可追溯至19世纪，Kings Cross是当时殖民时期最富有的商人和官员的住宅区之一，1840年面临不景气之际，许多雄伟的建筑物店渐为3、4层楼的典雅房舍所取代，其中许多仍保存至今。一直至1930年代，Kings Cross以狂放不羁的面貌成为悉尼独有的文化堡垒，聚集了许多才气纵横的艺术家、作家，至60、70年代，Kings Cross在澳洲艺文的承先启后角色已不容忽视。,Introduction
intro_0546,环境雅致舒适的奶酪酒吧，拥有来自世界各地的180多种奶酪，提供各种热奶酪菜肴及奶酪熟食，还有奶酪火锅，菜单随季节变化，搭配香醇的葡萄酒、啤酒或威士忌，美味十足。,Introduction
intro_0547,"Lotus Barangaroo offers a unique and evolving urban experience right on the edge of the harbour. Our menu is seafood focused, showing respect for the traditional owners of the land at Barangaroo.",Introduction
intro_0548,这家马来西亚餐厅位于Food Court内，主打东南亚小吃和快餐。装饰简单清爽，菜品价格十分亲民，食物的口味也是可圈可点。,Introduction
intro_0549,店内有很另类和现代化的装饰，座位的周围会有许多小物品，在享受咖啡的同时也可以购买许多这种很有意思的小物品。咖啡和饮料都很不错，工作人员非常和善友好，这里的气氛很安静和令人放松，是个休闲聚会的好去处，非常推荐和朋友来这里聚会聊天。店内提供免费的无线网络和免费的柠檬水，需要自助去拿取。,Introduction
intro_0550,这家餐厅坐落在布里斯班文化遗产之一的海关大楼，曾是女王仓库的一部分，设有露天座椅，可以让你欣赏曼妙河景与故事桥。餐厅供应现代风味的澳大利亚菜肴，以每天采购的新鲜时令农产品和当地海鲜制作而成。另外，酒单上有来自不同产地的优质葡萄酒可供选择。,Introduction
intro_0551,类似星巴克的知名巧克力品牌连锁，在美国、新加坡、澳洲都有多家分店。这里售卖各种巧克力制品，热巧克力、巧克力雪糕、巧克力可丽饼、巧克力披萨、巧克力熔岩蛋糕等等都可以找到。朋友小聚或者喝下午茶都不错。如果喜欢这家的巧克力的话，也可以带走当做礼物送给朋友。,Introduction
intro_0552,这家餐厅白天是休闲舒适的咖啡厅，晚上则摇身一变变成了热闹非凡的酒吧。在这里你既可以享受到浓郁可口的咖啡和早餐甜点，又可以在工作一天之后小酌几杯放松身心。,Introduction
intro_0553,越南菜系的咖啡馆，提供多种越南经典餐食。例如经典的越南河粉，百吃不腻。餐厅位于闹市，可能有点吵，不过并不影响你享受美味，无论多热闹，也并不会影响餐厅良好的服务质量。,Introduction
intro_0554,当地很受欢迎的一家意大利手工冰淇淋店，几乎是凯恩斯最好吃的冰淇淋，店面很小很可爱。冰淇淋口味丰富，味道都非常独特，口感绵密香甜，Rocky Road、White Choc & Rose Water等都很受欢迎。,Introduction
intro_0555,非常棒的意大利手工冰淇淋店，有着多种口味的意大利手工冰淇淋和果汁雪糕，味道一流，非常受欢迎。店内的装饰也充满了童趣。,Introduction
intro_0556,sofia是当地非常有名气的连锁意大利餐厅，这家是开于1969年的总店。店面很大，可同时容纳1500人就餐，可以透过玻璃窗看到做披萨的整个过程，人经常都是爆满。在餐厅正门，挂满了获得的荣誉以及sofia赞助球队的球衣。sofia的老板就是意大利人，所以菜式都很正宗，味道一流，尤其是披萨真的不错，分量很足，价格也很实惠。,Introduction
intro_0557,凯恩斯最好吃的馅饼店，最受欢迎的是牛排馅饼，新鲜的牛肉浇上一层美味的卤汁，再裹上一层香脆的酥皮，非常可口。想要吃的早点来，下午1点多就可能断货了，无论是素食主义者还是肉食主义者都能在这家找到心仪的PIE。,Introduction
intro_0558,餐厅内艳丽的色彩和装饰，非常有泰国特色，异域风情浓郁。提供泰国风味美食，菜品种类丰富，味道浓郁正宗，而且分量也很足，Chicken Spring Roll、Tom Yum Seafood等都非常受欢迎。,Introduction
intro_0559,国内网红餐厅在悉尼开分店，30年老味道，店内装修卡哇伊，进门就是可妮兔和布朗熊，牛油锅底用料考究色泽艳丽，烹制过程中牛油散发诱人的香气，牛舌摆盘好看，分量特别足。,Introduction
intro_0560,一家气氛优雅的旋转餐厅。,Introduction
intro_0561,分量刚刚好，食物新鲜正宗。,Introduction
intro_0562,Blackbird Espresso by Coffee NQ是当地最有名的咖啡店之一，数次出现在当地美食媒体的推荐榜单上，这里的咖啡豆选择多样，你可以指定自己喜欢的口味，也可以让咖啡师给你推荐。,Introduction
intro_0563,店面不大的咖啡餐吧，食物的味道却是非常正宗。提供种类丰富的咖啡以及澳洲风味菜品，咖啡味道纯正香浓，早餐和午餐的选择也很多。,Introduction
intro_0564,"A synergy of many elements, in an unrivalled harbourside location, Aria is one of Australia's finest restaurants. Aria brings together the vision of owners Matt Moran and Bruce Solomon, the creativity of Executive Chef Joel Bickford, the best seasonal produce and a world-class wine list in a stunning, art-filled space with sweeping Sydney Opera House and Harbour Bridge views. Unmistakably Australian. Quintessentially Sydney. Welcome to Aria.",Introduction
intro_0565,这里最大的特色是有音乐独奏，给餐厅带来一个非常好的气氛，马路对面就是海滩。食物也有良好的质量并且非常新鲜，大多数人喜欢在这里吃早餐，不过午餐和晚餐也都很不错。门口可以停车。,Introduction
intro_0566,Beccofino是一家传统的意大利餐厅，位于布里斯班河畔，提供的意大利料理地道而美味，且价格实惠，服务友好，是品尝意大利料理的首选。,Introduction
intro_0567,一家简单实惠的日本料理连锁餐厅，坐落在布里斯班CBD的购物中心内，供应咖喱、拉面、乌冬面等常见的日式菜肴，口味不错。,Introduction
intro_0568,Cafe O-Mai主营越南料理，提供早餐和午餐，餐厅环境舒适温馨，服务友好亲切，价廉物美，是早餐和午餐的好去处。,Introduction
intro_0569,店小却雅致的西餐厅，位于布里斯班河边。店内提供各式法餐和现代澳大利亚美食，菜品非常精致，摆盘很好看。餐厅会定时更新菜单，将传统和现代的烹饪技法结合，努力为客人呈现一道道精美而美味的料理。,Introduction
intro_0570,红砖墙壁和实木桌椅宛如地下酒窖，在这迷人慵懒的环境中品尝从木桶中倒入的稀有葡萄酒。,Introduction
intro_0571,这是一家咖啡馆，还提供美味的素食。,Introduction
intro_0572,萨拉曼卡码头酒店的一楼是家咖啡馆，店里设有不同的时令菜单，专注于使用塔斯马尼亚当地食材制作食物，并展示塔斯马尼亚最好的葡萄酒和啤酒。,Introduction
intro_0573,Barefoot Barista位于著名的棕榈海滩，餐厅提供各种咖啡和简餐，还提供咖啡豆的售卖，服务专业友好，非常适合休闲小憩。,Introduction
intro_0574,L'Unico Trattoria Seafood Restaurant的地理位置绝佳，在海滩旁边，主营意大利菜及各种海鲜。餐厅的环境优雅，有露天座位，很有度假的感觉。这里非常适合情侣约会，在一个悠闲的下午和心爱的人一边品尝美食一边欣赏美丽的海景，十分惬意与享受。,Introduction
intro_0575,"这是一家主营意餐, 地中海风味菜式, 欧洲菜式, 希腊菜的餐厅。",Introduction
intro_0576,口味正宗的泰国餐厅，位于凯恩斯的斯坦拉特福，人气超高，非常受当地人的欢迎。店内的菜品味道很好地满足了澳洲人的喜好，建议错开高峰就餐或者提前预订哦。,Introduction
intro_0577,离珀斯2小时车程的Cervantes盛产岩石龙虾，来到这里一定不能错过参观当地的龙虾工厂(Lobster Shack)，进入西澳最大的龙虾工厂，探寻这里的价值上百万澳元的龙虾，午餐享用龙虾薯条套餐！过足嘴瘾！,Introduction
intro_0578,亚州风味餐厅，提供各种样式的亚洲菜品。,Introduction
intro_0579,位于铂尔曼棕榈湾海神庙度假酒店&水疗中心内的澳洲餐厅，行政总厨Sanjesh Shankar烹饪技术高超，食材全部选用来自昆士兰北部的有机原料，菜品制作上汲取了很多东南亚传统菜式的风味，新鲜而美味。,Introduction
intro_0580,Osprey's Restaurant餐厅位于Thala海滩自然保护区，你可以一边在树梢上用餐，一边享受珊瑚海美景，还能欣赏波光粼粼的大堡礁，感受鸟儿在森林中飞翔的美妙，这里离开道格拉斯港10分钟，餐厅周围有免费停车点。,Introduction
intro_0581,彩云南滇菜馆位于墨尔本大学附近，是一家深受华人留学生喜爱的云南菜馆。不管是过桥米线还是滇菜，味道都很地道，还有一些特色饮品也很好喝，饭点往往人满为患。,Introduction
intro_0582,德库拉（Dracula's）是澳大利亚经营时间长且成功的剧院餐厅，餐厅的大门装点着星星点点的血渍，引导你从楼梯进入墓地鸡尾酒酒吧（Graveyard Cocktail Lounge）享用饮品。 在领略了精致的内饰与恢弘的电影后，你可以登上鬼魂列车（Ghost Train）进入吸血鬼剧院（Theatre of the Vampyre），在哥特式的氛围中享用可口的三道主食的大餐，之后体验“必不可少”的饕餮大餐。 在现场音乐会中德库拉为你带来风趣的喜剧小品、狂欢节风格的新颖演出、使人兴奋的木偶戏和柏林滑稽戏（Berlin Burlesque），带来难忘的夜晚。演出过后，还可拍摄纪念相片，走访恐怖小店（Shop of Horrors），还可与演员共品鸡尾酒，使你的“惊悚愉悦之夜”过的更加完满。,Introduction
intro_0583,这家泰式小馆位于Orchid Plaza购物中心内，装潢简单温馨，供应地道美味且价格实惠的泰式菜肴及小食，性价比很出众。,Introduction
intro_0584,典型的泰式风味，专为喜爱泰国菜的你。巧妙地将棕榈湾高质量的鱼、虾、海鲜贝类与泰国风味完美融合，鲜香嫩中带有泰国菜系独有的酸辣味，也是一次不错的美食之旅。,Introduction
intro_0585,泰国菜餐厅，提供泰式小吃以及各类主食套餐，还有特调的口味饮品，逛街累了可以到这里坐下来吃吃小吃，再来一杯可口的饮料，为旅途增色不少。,Introduction
intro_0586,位于凯恩斯的西餐吧，主要提供意大利菜品，尤其是这里的海鲜非常受欢迎。菜品融合了新鲜的本地食材和高档食品，用料新鲜，口感地道，可爱的甜点也不容错过。,Introduction
intro_0587,The Wolfe是一家消费较高的餐厅，店内装修精美，整体光线偏暗，很有小资情调。菜品都很新鲜，摆盘十分精致用心，味道也不失水准。服务员的态度很好，热情适度，适合情侣约会。,Introduction
intro_0588,环境典雅时尚的创意素食餐厅，以六道式菜单为主，选取新鲜的应季食材，摆盘精美，味道惊艳，厨师会不断创新菜式，菜单也会随季节而变化，每次都会带给食客不一样的惊喜。,Introduction
intro_0589,新上海为客人提供现代上海风味美食，上海石库门的感觉，糖醋小排味道好，浓油赤酱，汤汁浓稠，生煎包现烧的，底脆皮薄，肉馅多有汤水，小笼包皮薄汁浓，就是上海的味道。,Introduction
intro_0590,有着不含麸质的混合菜式。,Introduction
intro_0591,A Night in India这家餐厅看名字就可以知道是印度菜餐厅了，店内的装饰也是充满了印度风情。餐厅的菜品都是浓浓的印度口味，各种咖喱酱配在其中。服务员态度不错，人均挺划算的，是一家体验印度菜的好地方。,Introduction
intro_0592,Certificate of Excellence 2019,Introduction
intro_0593,Jenny's Chinese Restaurant是一家提供传统中式快餐的小店，采用开放式柜台，炒面、炒饭、炒菜一应俱全，价廉物美。,Introduction
intro_0594,位于凯恩斯的一家地道韩国餐馆，上菜速度快，服务态度很热情，炸鸡、烤猪肉和石锅拌饭和你在韩国吃到的完全一样，如果你胆子够大，还可以尝尝辣章鱼。,Introduction
intro_0595,Yayoi Garden是悉尼非常有名的一家日本料理餐厅，荣获众多美食媒体的超高评价，饭点经常需要排队等位。餐厅的装潢颇具日式风情，日式美食、海鲜料理等口味正宗，还会根据季节更新菜单。,Introduction
intro_0596,连锁的东南亚菜系餐厅，不仅价格适中，口味也很不错。这家餐厅主营马来西亚菜，绝对的物超所值，因为菜量很实在，酱汁也很有特色，推荐咖喱叻沙和椰浆饭，汤汁浓郁，都是人气之选。,Introduction
intro_0597,卓越奖 2018,Introduction
intro_0598,Cafe Tramezzini是位于悉尼市中心的一家咖啡店，在Pitts街上的Meriton apartment的旁边。这是一家很棒的小咖啡馆，老板是上海人，听着上海话会感觉格外的亲切。咖啡店里面的环境舒适，设计简洁大方，但是店内座位有限，大多数客户会选择外卖带走。店里的咖啡特别好喝，口味正宗，选用的都是质量上乘的咖啡豆，特别要推荐的是Piccolo，香气宜人、奶味很足并且唇齿留香。,Introduction
intro_0599,Thai Silom是一家泰国餐厅，餐厅装潢带有浓浓的泰式风情，店内摆放着佛教的装饰画和佛像等。这里的泰国美食选择非常丰富，量大味美，价格实惠。,Introduction
intro_0600,类似农家乐的餐馆，有风景很好的露天座位，很简单的装饰，非常舒适和浪漫，还可以住宿，菜色是一流的，葡萄酒种类以本地品牌为主，服务很细心周到。,Introduction
intro_0601,很有艺术气息的咖啡厅，也提供一些简餐，墙壁上有很多现代风格的涂鸦，咖啡和食物的味道都很棒，气氛舒适随意，服务一流，价格合理。,Introduction
intro_0602,非常受欢迎的日本料理店，目前在澳大利亚共有3家分店。布里斯班的这家位于TCB中心，人气颇高。餐厅装修大气奢华，菜品丰富，各式日料应有尽有，更有很多日西合璧的创新菜。吃腻了西餐的时候，换换口味来尝尝日料也是不错的选择。,Introduction
intro_0603,Nonna’s餐厅装潢现代简约，在这里你能品尝到美味的意大利餐、牛排和各种海鲜。主厨拥有多年的烹饪经验，用新鲜的当地食材，烹制出可口的食物。餐厅早晨就开始营业，并提供丰富可口的早餐。,Introduction
intro_0604,这是一家提供素食的餐厅，餐厅就位于布里斯班繁忙的中央商务区，交通便利。餐厅提供多种组合套餐、甜食、沙拉等多种食物，在轻食的基础上满足多种人群的需要。,Introduction
intro_0605,Pantry 15位于凯恩斯CBD商务中心的Grafton街上，这里为许多食物过敏症者（乳糖不耐受）提供特别的菜单，红薯片、榛子冰激凌、抹茶拿铁都是食客点的最多的单品哦！,Introduction
intro_0606,Little Ricardo's是一家意大利餐厅，各种经典的意大利美味都有供应，意大利面和披萨都有很多种口味供你选择。餐厅的氛围很温馨，有一种家的感觉。人均适中，来此家庭聚会是一个不错的选择。,Introduction
intro_0607,凯恩斯的一家街边小馆，提供各种早餐和饮品，可以外带。餐厅虽然不够时尚，但是干净整洁，富有家常感。店内的快餐新鲜而美味，得到很多食客的推荐，值得一试。,Introduction
intro_0608,提供三餐服务，这里的早餐很棒，涵盖多种经典的西式早餐，午餐和晚餐另有菜单，菜品还是有些差异的，所以不同用餐时段到这里都会有不一样的惊喜。除去正餐外，还有各类果汁饮品、可口的啤酒以及美味的红酒，价格合理，值得来此享受一番。,Introduction
intro_0609,Bellissimo Coffee第一家旗舰店开在布里斯班的Wandoo Street上，很快大获成功，几年来，赢得了澳大利亚咖啡烘焙界的诸多奖项，除了咖啡，杏仁羊角包和奶酪松饼是不能错过的美味。,Introduction
intro_0610,环境清新雅致，蓝色与褐色的搭配非常有文艺气息。除了香醇的咖啡，餐厅的菜品品质也很棒，选取澳大利亚当地农场的新鲜食材，均为时令菜品，菜单也会随季节而变化，这里的煎蛋和华夫饼尤其受欢迎。此外，餐厅还出售自制的调味品和酱料，全部使用有机原材料制作而成，非常营养健康。,Introduction
intro_0611,这是一家主张健康饮食的咖啡店，不仅提供香醇可口的咖啡，还有有机蔬菜水果可供挑选。尤以健康绿色的早餐和美味的冰沙出名，是开启元气满满一天的绝佳选择。,Introduction
intro_0612,一番星已经在悉尼开了好几家分店，一碗拉面在10-13澳元之间，价格实惠，味道也不错，所以人气很高。最有特色的是这家的担担面，和四川的担担面有点像，不过加了糖心蛋，也没有那么辣，味道也不错。,Introduction
intro_0613,开在Haymarket的日本料理店，店面并不是很大，里面提供各种简单的日本料理，比如寿司、乌冬面、盖饭、小食这种。环境比较安静，味道也比较地道。已经开了十几年了，生意还不错。,Introduction
intro_0614,工业风的装修风格，环境雅致安静。提供创意日本料理，将传统日式菜品融入墨尔本当地风味，出品精致美味，经过改良的寿司不仅造型别致，而且非常符合当地人的口味。,Introduction
intro_0615,DA家的汉堡配料非常新鲜，使用安格斯牛肉、墨西哥辣椒、澳洲羊里脊作为原料，并提供精品葡萄酒和啤酒等可口的饮料，老板闭门秘密研究汉堡多年，搭配出的汉堡口味独特，好评度很高。,Introduction
intro_0616,Corea Corea位于Orchid Plaza楼上，是一家正宗的韩国简餐厅，价格适中，性价比高，服务专业快速，提供的韩国餐食种类虽然不多，但是口味都较好。,Introduction
intro_0617,Bitter Suite是一栋美丽的旧式红砖建筑，提供啤酒、苹果酒和各种鸡尾酒，还有鸭肉卷、辣鸡翅、炸薯条等小食，厨师也会提供季节性的特色菜单。这里户外座位充足，周围有许多免费的街边停车位，喜欢夜生活的朋友不妨来这里喝一杯。,Introduction
intro_0618,Continental Cafe是布里斯班New Farm地区经营了近20年的餐厅，他们家的晚午餐（Late Lunch）很有名，是许多当地居民的用餐地点。餐厅的外观不太起眼，内饰比较温馨。菜肴是经典的欧陆风味，食物口感丰富，滋味喜人。,Introduction
intro_0619,Trunk餐厅位于墨尔本市中心，在当地非常有名，整家店分为两部分。室内的Truck Bar and Restaurant较为隆重，室外的Truck Diner加上玻璃屋相对氛围比较轻松，且采光很棒。推荐大家尝试户外的位置，环境一流。他们家的菜单做成了报纸的样子，当地人比较热衷于他们家的汉堡，实惠又美味。顾客可以根据喜好添加其他配菜，再点上一杯咖啡，会是一次很棒的用餐体验。,Introduction
intro_0620,对于喜欢喝酒的人，可以在布里斯班参观XXXX酿酒厂。XXXX Gold Beer是澳大利亚最有名的本土啤酒，酿酒厂就在布里斯班，参观酿酒厂的导览行程可以了解到这个品牌啤酒的历史、发展过程和酿酒的工序，可惜参观全程都不允许拍照。,Introduction
intro_0621,餐厅具有温暖的家庭风，在城市的中心，靠近环形码头但隐藏在一条小巷里。餐厅本身是一个古老的建筑，有古色古香的楼梯，环境很好。餐厅内供应地道的意大利美食，一直保持着良好的口碑，被誉为“全世界认可的200强意大利餐厅”。现场还有“歌剧之夜”的娱乐表演令人难忘，有时会有现场钢琴演奏。这里的鸡尾酒令人惊叹，值得一试。这家餐厅很受欢迎，所以需要提前打电话预约。,Introduction
